Image Link,Name of movie,Year of release,Certificate,Runtime (min),Genre,Rating,MetaScore,Votes,Grosses,Description,Director,Stars
"https://m.media-amazon.com/images/M/MV5BMTkxOTI3Njc4MF5BMl5BanBnXkFtZTcwMzI0NTIzNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",En ganske snill mann,2010,N/A,113,"Comedy, Crime, Drama",6.9,68,"7,239",$0.04M,Ulrik's released from prison after 12 years for murder. Will he go straight? He gets a room and a job as mechanic. He hooks up with his old gang. His son introduces him as uncle to his pregnant fiancée.,Hans Petter Moland,"Stellan Skarsgård, Bjørn Floberg, Jorunn Kjellsby, Gard B. Eidsvold"
"https://m.media-amazon.com/images/M/MV5BMjI2ODI0Nzg2Nl5BMl5BanBnXkFtZTcwNzM4MzU2OQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",Jug Face,2013,R,81,"Drama, Horror, Thriller",5.2,58,"7,772",*****,"When she learns the supernatural pit worshipped by her remote community in the woods has demanded her as a blood sacrifice, Ada struggles to find a way to survive, while the pit lashes out in anger.",Chad Crawford Kinkle,"Sean Bridgers, Lauren Ashley Carter, Kaitlin Cullum, Larry Fessenden"
"https://m.media-amazon.com/images/M/MV5BMTM2OTg5ODk1M15BMl5BanBnXkFtZTcwMDk0NTk5Mw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Hunt to Kill,2010,R,98,"Action, Thriller",5.1,^^^^^^,"6,944",*****,"Steve Austin stars as U.S. Border Patrol agent Jim Rhodes, a tough divorce mourning the loss of his murdered partner while struggling to raise his rebellious daughter in the mountains of ...                See full summary »",Keoni Waxman,"Eric Roberts, Steve Austin, Gary Daniels, Marie Avgeropoulos"
"https://m.media-amazon.com/images/M/MV5BMTAwMjExNzY1NjheQTJeQWpwZ15BbWU3MDA0MTY0MjM@._V1_UY209_CR0,0,140,209_AL_.jpg",Autopsy,2008,R,84,"Horror, Mystery, Thriller",5,^^^^^^,"7,216",*****,A young woman tries to find her injured boyfriend in a bizarre and dangerous hospital.,Adam Gierasch,"Jessica Lowndes, Ross Kohn, Ross McCall, Ashley Schneider"
"https://m.media-amazon.com/images/M/MV5BOTI2ZmQ3ODktYjE2MS00NmVjLTk1MGYtYWYxNmRiMzdlZDI0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX140_CR0,0,140,209_AL_.jpg",The Lonely Guy,1984,N/A,90,"Comedy, Romance",6.2,45,"7,560",$5.72M,A writer for a greeting card company discovers the struggles and tribulations of living alone after breaking up with his unfaithful girlfriend.,Arthur Hiller,"Steve Martin, Charles Grodin, Judith Ivey, Steve Lawrence"
"https://m.media-amazon.com/images/M/MV5BMDAzMTc5MjctMzQxNC00NmU3LWExMzUtNTA0NmFmMGM2ZjQ0XkEyXkFqcGdeQXVyMzAwMjMyMjY@._V1_UY209_CR3,0,140,209_AL_.jpg",Bakha satang,1999,N/A,129,Drama,7.6,^^^^^^,"10,310",*****,"Following a man's suicide, time traverses back to reveal six chapters of his life on why he committed suicide.",Lee Chang-dong,"Sol Kyung-gu, Kim Yeo-jin, Moon So-ri, Se-beom Park"
"https://m.media-amazon.com/images/M/MV5BNTEyNzE5MDc3NF5BMl5BanBnXkFtZTcwNjA3MzAxOA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Zambezia,2012,G,83,"Animation, Adventure, Comedy",5.7,^^^^^^,"7,499",*****,A young high-spirited falcon journeys to the famed bird city of Zambezia.,Wayne Thornley,"Leonard Nimoy, Jeremy Suarez, Abigail Breslin, Jeff Goldblum"
"https://m.media-amazon.com/images/M/MV5BMTU2MjA0MTEyNF5BMl5BanBnXkFtZTcwNTA2NzMyNQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",Bal,2010,N/A,103,Drama,7.1,70,"7,360",*****,The quiet life of a boy and his family is endangered when his father does not return home from his work collecting honey in the forest.,Semih Kaplanoglu,"Bora Altas, Erdal Besikçioglu, Tülin Özen, Ayse Altay"
"https://m.media-amazon.com/images/M/MV5BMDIzMWNlMDEtNDllYi00YmZlLWE2ZGQtMTJlMDgyZDY2YzM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",Black Sunday,1977,A,143,"Adventure, Crime, Drama",6.8,57,"8,813",$15.77M,"Black Sunday is the powerful story of a Black September terrorist group attempting to blow up a Goodyear blimp hovering over the Super Bowl stadium with 80,000 people and the president of the United States in attendance.",John Frankenheimer,"Robert Shaw, Bruce Dern, Marthe Keller, Fritz Weaver"
"https://m.media-amazon.com/images/M/MV5BMTAxMTY5NTgxMDVeQTJeQWpwZ15BbWU4MDAyODEwMTUx._V1_UY209_CR1,0,140,209_AL_.jpg",Skin Trade,2014,A,96,"Action, Crime, Thriller",5.6,39,"8,415",$0.00M,"After his family is killed by a Serbian gangster with international interests, NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.",Ekachai Uekrongtham,"Dolph Lundgren, Tony Jaa, Ron Perlman, Michael Jai White"
"https://m.media-amazon.com/images/M/MV5BMTAxY2EyOTctNDY3My00YjU0LTgxY2ItOWVjYTY2ZjIyMDIyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",If Looks Could Kill,1991,A,88,"Action, Comedy",5.8,^^^^^^,"7,473",$7.79M,"Michael has to take summer class in French, a class trip to France, to graduate high school. He is, however, mistaken for an agent and people try to kill him. There are 007 style cars, cuties, crooks etc.",William Dear,"Richard Grieco, Linda Hunt, Roger Rees, Robin Bartlett"
"https://m.media-amazon.com/images/M/MV5BYzI0NzQ4YWYtOTQ4Ni00ZGRhLWJlN2QtYjU2NDUxY2E2MTNkXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",Fei lung mang jeung,1988,U,93,"Action, Comedy, Romance",7.1,^^^^^^,"9,001",*****,Three successful Hong Kong lawyers are hired by a chemical company of questionable ethics and must eventually make a difficult decision when their employer's motives become clear.,"Directors:Sammo Kam-Bo Hung, Corey Yuen","Jackie Chan, Sammo Kam-Bo Hung, Biao Yuen, Pauline Yeung"
"https://m.media-amazon.com/images/M/MV5BNTQ1NTA3MTU5Ml5BMl5BanBnXkFtZTcwMzc3NDcyNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Blue Sky,1994,U,101,"Drama, Romance",6.4,^^^^^^,"7,964",$3.36M,"Carly moves with her military husband and their two daughters to an isolated army base, only to quickly become part of a cover-up involving nuclear bomb tests.",Tony Richardson,"Jessica Lange, Tommy Lee Jones, Powers Boothe, Carrie Snodgress"
"https://m.media-amazon.com/images/M/MV5BYWUzMGIwY2QtZGM3YS00MDcyLWI0MDUtNGRmMWU3NmQ0MWZjXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX140_CR0,0,140,209_AL_.jpg",Fear X,2003,Not Rated,91,Thriller,6,61,"8,095",*****,"When his wife is killed in a seemingly random incident Harry (Turturro), prompted by mysterious visions, journeys to discover the true circumstances surrounding her murder.",Nicolas Winding Refn,"John Turturro, Deborah Kara Unger, Stephen Eric McIntyre, William Allen Young"
"https://m.media-amazon.com/images/M/MV5BNWE4OGE4OTUtMjA1OS00OGNjLWJkMDMtYzIxYjkxNzI4YTcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR4,0,140,209_AL_.jpg",Rinne,2005,R,96,"Horror, Mystery",6.1,^^^^^^,"6,678",*****,A Japanese actress begins having strange visions and experiences after landing a role in a horror film about a real-life murder spree that took place over forty years ago.,Takashi Shimizu,"Yûka, Karina, Kippei Shîna, Tetta Sugimoto"
"https://m.media-amazon.com/images/M/MV5BOGNiNjMyYWMtYWMwZC00MDgwLTllNzMtYjUzNzVhNjRhYjNiXkEyXkFqcGdeQXVyNzg3NjQyOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Jack Brooks: Monster Slayer,2007,R,85,"Action, Comedy, Horror",5.9,46,"6,573",*****,A troubled young man still mourning the childhood loss of his family now has to deal with his professor being turned into a monster.,Jon Knautz,"Robert Englund, Trevor Matthews, Daniel Kash, David Fox"
"https://m.media-amazon.com/images/M/MV5BNTBiYWU5NmUtOTZkZi00NzU5LWFhYWQtMzM1ZjhjZTA1ZWQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Anne of the Thousand Days,1969,PG,145,"Biography, Drama, History",7.4,^^^^^^,"7,932",$2.07M,"King Henry VIII of England discards one wife, Catharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",Charles Jarrott,"Richard Burton, Geneviève Bujold, Irene Papas, Anthony Quayle"
"https://m.media-amazon.com/images/M/MV5BY2NkMDU5OGQtMzU1Yy00OTBkLWExNDEtYzhkYjAwYjViYWIzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY209_CR8,0,140,209_AL_.jpg",Un flic,1972,N/A,98,"Crime, Thriller",7,72,"10,399",$0.05M,"After a shaky first heist, a group of thieves plan an even more elaborate and risky second heist.",Jean-Pierre Melville,"Alain Delon, Richard Crenna, Catherine Deneuve, Riccardo Cucciolla"
"https://m.media-amazon.com/images/M/MV5BMTg1MDI1NDAzMF5BMl5BanBnXkFtZTgwODMwODc0NDE@._V1_UY209_CR1,0,140,209_AL_.jpg",Beyaz Melek,2007,N/A,115,Drama,6.5,^^^^^^,"7,255",*****,"Mala Ahmet, the old leader of a Turkish tribe is suffering from cancer. While running away from the compulsory chemotherapy in the hospital he suddenly finds himself in a nursery home where...                See full summary »",Mahsun Kirmizigül,"Aziz Acar, Cansu Aktay, Sarp Apak, Zabit Arslan"
"https://m.media-amazon.com/images/M/MV5BMTM2MjMxMTUzMl5BMl5BanBnXkFtZTcwMzQ4MjcxMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Tadpole,2002,PG-13,78,"Comedy, Drama, Romance",6.2,71,"6,189",$2.88M,"Coming-of-age story about a suave 15-year-old prep school student who falls in love with his stepmother. When her best friend responds to his advances, he suddenly finds himself in way over his head.",Gary Winick,"Sigourney Weaver, Aaron Stanford, Kate Mara, Robert Iler"
"https://m.media-amazon.com/images/M/MV5BM2ViNWNhNjYtYzY3Ni00YzMxLTkzZGItZGI5MzdkZjc0OTk3XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX140_CR0,0,140,209_AL_.jpg",Dementia 13,1963,N/A,75,"Horror, Thriller",5.7,^^^^^^,"8,663",*****,"Shocked by the death of her spouse, a scheming widow hatches a bold plan to get her hands on the inheritance, unaware that she is targeted by an axe-wielding murderer who lurks in the family's estate. What mystery shrouds the noble house?",Francis Ford Coppola,"William Campbell, Luana Anders, Bart Patton, Mary Mitchel"
"https://m.media-amazon.com/images/M/MV5BODI5YWMzY2MtYjE3Ny00NmMzLTkzNjMtM2I1M2Q2ZDkyY2ExXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",Invaders from Mars,1986,N/A,100,"Horror, Sci-Fi",5.5,56,"10,052",$4.88M,A boy tries to stop aliens who have taken over his town and are attempting to brainwash its inhabitants.,Tobe Hooper,"Karen Black, Hunter Carson, Timothy Bottoms, Laraine Newman"
"https://m.media-amazon.com/images/M/MV5BZjNiZGU4MWEtZDc1Ni00ODdjLWEyNTMtNmNiMTQwYTc2YjdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Bogus,1996,PG,110,"Comedy, Family, Fantasy",5.3,^^^^^^,"6,913",$4.36M,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",Norman Jewison,"Whoopi Goldberg, Gérard Depardieu, Haley Joel Osment, Andrea Martin"
"https://m.media-amazon.com/images/M/MV5BZmQxYzZkYWQtYzQxOC00MTcyLTllNzItNDNkMzI1MjZmYzQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Highway,I) (2002,R,97,"Crime, Drama",6.1,^^^^^^,"6,685",*****,"After Jack gets caught with a Vegas mobster's wife in bed, he's gotta hit the road. Jack's best friend Pilot accompanies him, and the pair sets out on an adventure akin to Kerouac's ""On the Road"".",James Cox,"Kimberley Kates, Jared Leto, Jake Gyllenhaal, Selma Blair"
"https://m.media-amazon.com/images/M/MV5BNDJiNDQxYWUtNTM2Mi00MDg3LWI5NTYtNjU1NmVmNmYwNTE5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Shaitan,2011,A,121,"Action, Crime, Drama",7.2,^^^^^^,"8,719",*****,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,Bejoy Nambiar,"Kalki Koechlin, Shiv Panditt, Gulshan Devaiah, Rajeev Khandelwal"
"https://m.media-amazon.com/images/M/MV5BMTE1N2ZmMzItNDUyMC00NzJmLTg2Y2UtZGE4NWE1OWM4ZTAxXkEyXkFqcGdeQXVyMTY3NzMzMjI2._V1_UY209_CR1,0,140,209_AL_.jpg",Haunted,1995,R,108,"Drama, Horror",6.2,^^^^^^,"7,140",*****,"A skeptical professor visits a remote British estate to debunk allegations of psychic phenomena, but soon finds himself haunted by a ghost from his own past.",Lewis Gilbert,"Aidan Quinn, Kate Beckinsale, Anthony Andrews, John Gielgud"
"https://m.media-amazon.com/images/M/MV5BMjkxNDkxODAtM2M1My00ZDAyLWFkNmMtN2I4ZTdlZTY2ZmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Let's Scare Jessica to Death,1971,N/A,89,"Drama, Horror, Mystery",6.4,58,"8,979",*****,A recently institutionalized woman has bizarre experiences after moving into a supposedly haunted country farmhouse and fears she may be losing her sanity once again.,John D. Hancock,"Zohra Lampert, Barton Heyman, Kevin O'Connor, Gretchen Corbett"
"https://m.media-amazon.com/images/M/MV5BNDA2MjgzZTQtZjQwOC00NTM1LTk3MDYtY2FiMGY5MTJiMTA0XkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_UY209_CR3,0,140,209_AL_.jpg",Trouble Every Day,2001,N/A,101,"Drama, Horror, Thriller",5.9,40,"8,874",$0.01M,"Two American newlyweds in Paris experience a love so strong, it almost devours them.",Claire Denis,"Vincent Gallo, Tricia Vessey, Béatrice Dalle, Alex Descas"
"https://m.media-amazon.com/images/M/MV5BZWZkOTI2MTktZTQ5ZC00ZWFhLWE4ODItYjFlZWJkODZiY2M5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR0,0,140,209_AL_.jpg",Kiss of Death,1947,N/A,99,"Crime, Drama, Film-Noir",7.4,^^^^^^,"9,191",*****,Nick Bianco is caught during a botched jewellery heist. The prosecution offer him a more lenient sentence if he squeals on his accomplices but he doesn't roll over on them. Three years into the sentence an event changes his mind.,Henry Hathaway,"Victor Mature, Brian Donlevy, Coleen Gray, Richard Widmark"
"https://m.media-amazon.com/images/M/MV5BYjRkMGQwMWMtYzkxZC00MjZhLTkwNWYtZGI4NGY4OWI4ZmMyXkEyXkFqcGdeQXVyODU1OTc0MzI@._V1_UX140_CR0,0,140,209_AL_.jpg",Beau Travail,1999,N/A,92,"Drama, War",7.3,91,"13,515",$0.25M,An ex-Foreign Legion officer recalls his once-glorious life of leading troops in Djibouti.,Claire Denis,"Denis Lavant, Michel Subor, Grégoire Colin, Richard Courcet"
"https://m.media-amazon.com/images/M/MV5BNTU2NDA4MWYtMTE3OS00OTcyLWE2NTAtZmViMjRjZTYwZDAyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR8,0,140,209_AL_.jpg",Le gendarme et les extra-terrestres,1979,N/A,96,"Comedy, Crime, Sci-Fi",6.2,^^^^^^,"9,115",*****,"In St. Tropez, French gendarme Cruchot and his men battle petroleum-drinking, human-looking, metallic aliens.",Jean Girault,"Louis de Funès, Michel Galabru, Maurice Risch, Jean-Pierre Rambal"
"https://m.media-amazon.com/images/M/MV5BZjNjZWViNTYtYzAzZC00OTY2LWIzMTMtNTcxNzQzNzNiYjc4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Vivah,2006,U,160,"Drama, Musical, Romance",6.6,^^^^^^,"10,509",*****,"Poonam, a traditionally brought-up young woman, is to marry Prem, a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however, when an accident occurs and Poonam might be scarred for life.",Sooraj R. Barjatya,"Shahid Kapoor, Amrita Rao, Anupam Kher, Alok Nath"
"https://m.media-amazon.com/images/M/MV5BZGU0NGVlM2UtM2NjYy00MjMzLWJkYmItNTJjOWVhMzU1YzA3XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY209_CR3,0,140,209_AL_.jpg",Matrimonio all'italiana,1964,N/A,102,"Comedy, Drama, Romance",7.4,^^^^^^,"10,651",*****,Wealthy businessman Domenico and penniless prostitute Filumena share a large part of their lives in post-WWII Italy.,Vittorio De Sica,"Sophia Loren, Marcello Mastroianni, Aldo Puglisi, Tecla Scarano"
"https://m.media-amazon.com/images/M/MV5BM2I1YzJkOWYtMzNjNC00NDA3LWFlMTktNDJkM2JmZTEzNDYxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Fluke,1995,PG,96,"Drama, Family, Fantasy",6.6,^^^^^^,"7,264",$3.99M,"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",Carlo Carlei,"Matthew Modine, Nancy Travis, Samuel L. Jackson, Eric Stoltz"
"https://m.media-amazon.com/images/M/MV5BMTkyOTEwNjg0M15BMl5BanBnXkFtZTcwNDI4NDA5Mg@@._V1_UY209_CR2,0,140,209_AL_.jpg",Women in Trouble,2009,R,92,"Comedy, Drama",5.6,43,"6,454",*****,"A serpentine day in the life of ten seemingly desperate women: a porn star, a flight attendant, a psychiatrist, a masseuse, a bartender, a pair of call girls, an actress, a masseuse. All of them with one crucial thing in common. Trouble.",Sebastian Gutierrez,"Carla Gugino, Adrianne Palicki, Connie Britton, Dan Mailley"
"https://m.media-amazon.com/images/M/MV5BMWI1NDBkOGUtMTIyZi00ZTE1LWEwZWItOWRkNGJkODU2MjNmXkEyXkFqcGdeQXVyMjkxMDUwNzY@._V1_UX140_CR0,0,140,209_AL_.jpg",Fear and Desire,1952,N/A,62,"Drama, Thriller, War",5.3,^^^^^^,"12,978",*****,Four soldiers trapped behind enemy lines must confront their fears and desires.,Stanley Kubrick,"Frank Silvera, Kenneth Harp, Paul Mazursky, Stephen Coit"
"https://m.media-amazon.com/images/M/MV5BZjhhMDVhMDEtY2IzNi00MTg2LWIyYzMtYWY4YzliZDA3ZGQ3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Young Mr. Lincoln,1939,N/A,100,"Biography, Drama, History",7.5,91,"8,942",*****,A fictionalized account of the early life of the American president as a young lawyer facing his greatest court case.,John Ford,"Henry Fonda, Alice Brady, Marjorie Weaver, Arleen Whelan"
"https://m.media-amazon.com/images/M/MV5BMzkyNjk4MDY0MV5BMl5BanBnXkFtZTgwNDI5MTQxNzE@._V1_UY209_CR1,0,140,209_AL_.jpg",Criminal Activities,2015,N/A,94,"Crime, Drama, Thriller",5.8,51,"9,224",*****,Four young men make a risky investment together that puts them in trouble with the mob.,Jackie Earle Haley,"Michael Pitt, Dan Stevens, Christopher Abbott, Rob Brown"
"https://m.media-amazon.com/images/M/MV5BMTY4MTAzOTU2OF5BMl5BanBnXkFtZTcwOTA1NTI3Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Sparkle,I) (2012,PG-13,116,"Drama, Music",5.7,54,"6,579",$24.40M,"In the 1960s, three sisters form a girl group and soon become local sensations with major label interest, but fame becomes a challenge as the close-knit family begins to fall apart.",Salim Akil,"Jordin Sparks, Carmen Ejogo, Whitney Houston, Derek Luke"
"https://m.media-amazon.com/images/M/MV5BMDMwYTZkMjgtYWJkOC00ZTI1LTkwMDAtYzA1NjFhNDZhZWVlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR0,0,140,209_AL_.jpg",The Wendell Baker Story,2005,PG-13,99,"Comedy, Drama, Romance",5.5,44,"5,945",$0.13M,Luke Wilson plays a good-hearted ex-con who gets a job in a retirement hotel. Three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,"Directors:Andrew Wilson, Luke Wilson","Luke Wilson, Eva Mendes, Seymour Cassel, Jacob Vargas"
"https://m.media-amazon.com/images/M/MV5BM2ZkMmNmN2MtMDY0Yi00YTQyLWJjOTQtMjcyZWE1M2NlMmFiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR9,0,140,209_AL_.jpg",Molière,2007,N/A,120,"Biography, Comedy",7.1,59,"6,490",$0.64M,"To satisfy his creditors, a witty actor reinvents himself as a satirical playwright, with uproarious, yet bittersweet, results.",Laurent Tirard,"Romain Duris, Fabrice Luchini, Laura Morante, Edouard Baer"
"https://m.media-amazon.com/images/M/MV5BNTM5YzVlNWUtNzMxYy00ZGM1LWE3NWQtZDQxNjBlODJkNGU3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",Prince of the City,1981,N/A,167,"Crime, Drama",7.4,81,"9,110",$8.12M,"A New York City narcotics detective reluctantly agrees to cooperate with a special commission investigating police corruption, and soon realises he's in over his head, and nobody can be trusted.",Sidney Lumet,"Treat Williams, Jerry Orbach, Richard Foronjy, Don Billett"
"https://m.media-amazon.com/images/M/MV5BMTgyMDk1NjQyM15BMl5BanBnXkFtZTgwODYzMzgwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Deceiver,1997,R,106,"Crime, Drama, Mystery",6.5,^^^^^^,"6,903",$0.57M,"A hooker is found cut in two. Two cops give polygraph tests to the only suspect, James Wayland (Tim Roth), an unstable genius. After some time, the roles change.","Directors:Jonas Pate, Josh Pate","Tim Roth, Chris Penn, Michael Rooker, Renée Zellweger"
"https://m.media-amazon.com/images/M/MV5BZDhkOGQ0NjktZWVkMy00ZTc4LWFkZmYtMDJiMGM4ZTMyZWFjXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UY209_CR8,0,140,209_AL_.jpg",Kolpaçino,2009,N/A,98,Comedy,6.5,^^^^^^,"13,358",*****,"After a violent shootout, a group of men have to hide two corpses.",Atil Inaç,"Aydemir Akbas, Safak Sezer, Ali Çatalbas, Hakan Ural"
"https://m.media-amazon.com/images/M/MV5BYjY2MzhmOTItMWJiNi00YmRjLTg2MDgtODY4NWM1ZDY4MGUyXkEyXkFqcGdeQXVyMzQ5Njc3OTg@._V1_UY209_CR5,0,140,209_AL_.jpg",Accattone,1961,N/A,117,Drama,7.6,^^^^^^,"9,839",*****,A pimp with no other means to provide for himself finds his life spiraling out of control when his prostitute is sent to prison.,Pier Paolo Pasolini,"Franco Citti, Franca Pasut, Silvana Corsini, Paola Guidi"
"https://m.media-amazon.com/images/M/MV5BZGRhOWZlMjctOWJlMi00ZGEzLThkZjMtMTcyYjA2MTlkYjI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",The Best of Times,1986,N/A,104,"Comedy, Drama, Sport",6,57,"7,889",$7.79M,A small-town loser determines to have one more shot at the big time by winning a football game.,Roger Spottiswoode,"Robin Williams, Kurt Russell, Pamela Reed, Holly Palance"
"https://m.media-amazon.com/images/M/MV5BZTQwMGUzZDUtMGM2NC00ZDQ2LTg3NWEtNjZmZjNiOTU0OTM2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Limbo,I) (1999,R,126,"Adventure, Drama, Thriller",7,68,"6,239",$2.00M,"In an economically devastated Alaskan town, a fisherman with a troublesome past dates a woman whose young daughter does not approve of him. When he witnesses the murder of his shady brother, he, the woman and the kid run to the wilderness.",John Sayles,"David Strathairn, Mary Elizabeth Mastrantonio, Vanessa Martinez, Michael Laskin"
"https://m.media-amazon.com/images/M/MV5BMzEwODMxNjIwNl5BMl5BanBnXkFtZTcwMjc0MjI3Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Cairo Time,2009,PG,90,"Drama, Romance",6.6,67,"6,726",$1.60M,"A romantic drama about a brief, unexpected love affair that catches two people completely off-guard.",Ruba Nadda,"Patricia Clarkson, Alexander Siddig, Elena Anaya, Amina Annabi"
"https://m.media-amazon.com/images/M/MV5BNDE2MGEwZDMtNGU3OC00NTA5LWJkMmQtMTg0ODlkM2Y0YTFhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",When Worlds Collide,1951,U,83,"Action, Sci-Fi, Thriller",6.6,^^^^^^,"8,708",*****,"As a new star and planet hurtle toward a doomed Earth, a small group of survivalists frantically work to complete the rocket which will take them to their new home.",Rudolph Maté,"Richard Derr, Barbara Rush, Peter Hansen, John Hoyt"
"https://m.media-amazon.com/images/M/MV5BMDcxZDljNTktMTEwMy00MGY3LWE3YzgtODczNzY4MDY1Y2M5XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY209_CR0,0,140,209_AL_.jpg",Aimée & Jaguar,1999,N/A,125,"Biography, Drama, Romance",7.2,72,"6,851",$0.93M,"In 1943 Berlin, a Nazi officer's wife meets and starts a passionate affair with a Jewish woman.",Max Färberböck,"Maria Schrader, Juliane Köhler, Johanna Wokalek, Heike Makatsch"
"https://m.media-amazon.com/images/M/MV5BMjIyMTM1NTc0NF5BMl5BanBnXkFtZTcwMTQ3MjQ0OA@@._V1_UY209_CR4,0,140,209_AL_.jpg",Maximum Conviction,2012,R,98,"Action, Thriller",4.7,^^^^^^,"7,206",*****,"Two former black ops operatives are required to transfer two female convicts to a prison. While on their way, unknown assailants attack them.",Keoni Waxman,"Steven Seagal, Steve Austin, Michael Paré, Ian Robison"
"https://m.media-amazon.com/images/M/MV5BMzE5ODdjZjUtN2I4NS00ODU4LTgxZmItZGZiNzg1ZGQ3NGFlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Mr. Majestyk,1974,N/A,103,"Action, Crime, Drama",6.7,55,"9,332",$0.13M,A melon farmer battles organized crime and a hit man who wants to kill him.,Richard Fleischer,"Charles Bronson, Linda Cristal, Al Lettieri, Lee Purcell"
"https://m.media-amazon.com/images/M/MV5BYzVlMzEyZDAtZGIyNS00NmY4LWFhZWEtY2IxNTFhYTMzYmFmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Never Talk to Strangers,1995,R,86,"Crime, Drama, Mystery",5.2,^^^^^^,"7,145",$6.85M,"Sarah Taylor, a criminal psychologist, embarks on a torrid affair with a seductive stranger. However, she begins doubting whether she can trust him when a mysterious stalker begins harassing her.",Peter Hall,"Rebecca De Mornay, Antonio Banderas, Dennis Miller, Len Cariou"
"https://m.media-amazon.com/images/M/MV5BMjE2NTAyMjUxMl5BMl5BanBnXkFtZTYwOTAwODQ3._V1_UY209_CR0,0,140,209_AL_.jpg",Digimon: The Movie,2000,U,82,"Animation, Action, Adventure",6,20,"7,762",$9.63M,"Throughout three different stories, Kari Kamiya and her friends take on explosive adventures involving digital creatures.","Directors:Bob Buchholz, Mamoru Hosoda, Jeff Nimoy, Shigeyasu Yamauchi","Lara Jill Miller, Joshua Seth, Bob Papenbrook, David Lodge"
